,oai,datestamp,language,speaker,doi,length,uri,requires,type
5815,oai:crdo.vjf.cnrs.fr:cocoon-6e89bdb4-b7f8-4f17-89bd-b4b7f84f17ea,2021-01-05,Japhug,Tshendzin,10.24397/PANGLOSS-0006411,53.0,https://cocoon.huma-num.fr/data/jacques/masters/hist150903_kAJar.wav,,narrative
5816,oai:crdo.vjf.cnrs.fr:cocoon-cb6460cc-ade6-4637-a460-ccade6d6374e,2021-05-27,Japhug,Tshendzin,10.24397/PANGLOSS-0006412,,https://cocoon.huma-num.fr/data/jacques/masters/hist150903_kAJar.xml,oai:crdo.vjf.cnrs.fr:cocoon-6e89bdb4-b7f8-4f17-89bd-b4b7f84f17ea,narrative
5817,oai:crdo.vjf.cnrs.fr:cocoon-04d580bd-a9a0-4b06-9580-bda9a0eb06d1,2021-01-05,Japhug,Tshendzin,10.24397/PANGLOSS-0006413,57.0,https://cocoon.huma-num.fr/data/jacques/masters/hist150829_phaRrgot.wav,,narrative
5818,oai:crdo.vjf.cnrs.fr:cocoon-20102cab-4e2c-47fa-902c-ab4e2c07fa6e,2021-05-27,Japhug,Tshendzin,10.24397/PANGLOSS-0006414,,https://cocoon.huma-num.fr/data/jacques/masters/hist150829_phaRrgot.xml,oai:crdo.vjf.cnrs.fr:cocoon-04d580bd-a9a0-4b06-9580-bda9a0eb06d1,narrative
5819,oai:crdo.vjf.cnrs.fr:cocoon-4c63ac15-be0e-48f7-a3ac-15be0ee8f7b4,2021-01-05,Japhug,Tshendzin,10.24397/PANGLOSS-0006415,835.0,https://cocoon.huma-num.fr/data/jacques/masters/hist150830_san_ge_heshang.wav,,narrative
5820,oai:crdo.vjf.cnrs.fr:cocoon-da30bcfd-afa9-480b-b0bc-fdafa9980be2,2021-05-27,Japhug,Tshendzin,10.24397/PANGLOSS-0006416,,https://cocoon.huma-num.fr/data/jacques/masters/hist150830_san_ge_heshang.xml,oai:crdo.vjf.cnrs.fr:cocoon-4c63ac15-be0e-48f7-a3ac-15be0ee8f7b4,narrative
5821,oai:crdo.vjf.cnrs.fr:cocoon-224b8037-449e-4c6a-8b80-37449e3c6a1b,2021-01-05,Japhug,Tshendzin,10.24397/PANGLOSS-0006417,440.0,https://cocoon.huma-num.fr/data/jacques/masters/hist150831_renshen_wawa.wav,,narrative
5822,oai:crdo.vjf.cnrs.fr:cocoon-56c2a0fa-9048-4c26-82a0-fa9048bc26fe,2021-05-27,Japhug,Tshendzin,10.24397/PANGLOSS-0006418,,https://cocoon.huma-num.fr/data/jacques/masters/hist150831_renshen_wawa.xml,oai:crdo.vjf.cnrs.fr:cocoon-224b8037-449e-4c6a-8b80-37449e3c6a1b,narrative
5823,oai:crdo.vjf.cnrs.fr:cocoon-2f200776-c712-45ce-a007-76c71255ce33,2021-01-05,Japhug,Tshendzin,10.24397/PANGLOSS-0006419,178.0,https://cocoon.huma-num.fr/data/jacques/masters/hist150829_kAGWcAno.wav,,narrative
5824,oai:crdo.vjf.cnrs.fr:cocoon-ddb0dde7-e877-44fa-b0dd-e7e87754faed,2021-05-27,Japhug,Tshendzin,10.24397/PANGLOSS-0006420,,https://cocoon.huma-num.fr/data/jacques/masters/hist150829_kAGWcAno.xml,oai:crdo.vjf.cnrs.fr:cocoon-2f200776-c712-45ce-a007-76c71255ce33,narrative
5825,oai:crdo.vjf.cnrs.fr:cocoon-a3dc5104-6e1a-4e4b-9c51-046e1a9e4b18,2022-01-26,Japhug,Tshendzin,10.24397/pangloss-0007429,,https://cocoon.huma-num.fr/data/jacques/masters/crdo-JYA_HIST140425_KWMDZA02.xml,oai:crdo.vjf.cnrs.fr:cocoon-ea3e2930-596f-3835-8345-91c3ae504780,narrative
5826,oai:crdo.vjf.cnrs.fr:cocoon-28df273b-7515-44a9-9f27-3b751554a944,2022-01-26,Japhug,Tshendzin,10.24397/pangloss-0007430,,https://cocoon.huma-num.fr/data/jacques/masters/crdo-JYA_HIST140425_KWMDZA03.xml,oai:crdo.vjf.cnrs.fr:cocoon-b5c593f5-18b6-3b91-a6aa-6bd607770a4d,narrative
5827,oai:crdo.vjf.cnrs.fr:cocoon-e2730b66-d1d0-4134-b30b-66d1d0d1347e,2022-01-26,Japhug,Tshendzin,10.24397/pangloss-0007431,,https://cocoon.huma-num.fr/data/jacques/masters/crdo-JYA_HIST140425_KWMDZA04.xml,oai:crdo.vjf.cnrs.fr:cocoon-8a58caeb-bc4b-3a7d-8f62-3815064b7256,narrative
5828,oai:crdo.vjf.cnrs.fr:cocoon-a5043b31-d47f-4b53-843b-31d47f6b5381,2022-01-26,Japhug,Tshendzin,10.24397/pangloss-0007432,,https://cocoon.huma-num.fr/data/jacques/masters/crdo-JYA_HIST140425_KWMDZA05.xml,oai:crdo.vjf.cnrs.fr:cocoon-467c9a8e-bb5c-3e13-a56a-a84f3d012c52,narrative
5829,oai:crdo.vjf.cnrs.fr:cocoon-3d4137bb-20bd-4223-8137-bb20bda2236f,2022-01-26,Japhug,Tshendzin,10.24397/pangloss-0007433,,https://cocoon.huma-num.fr/data/jacques/masters/crdo-JYA_HIST140425_KWMDZA06.xml,oai:crdo.vjf.cnrs.fr:cocoon-0214e248-9110-33f7-80c5-2ea6c250047f,narrative
5830,oai:crdo.vjf.cnrs.fr:cocoon-cee8b9fd-ba29-4fee-a8b9-fdba29ffee75,2022-01-26,Japhug,Tshendzin,10.24397/pangloss-0007434,,https://cocoon.huma-num.fr/data/jacques/masters/crdo-JYA_HIST140425_KWMDZA07.xml,oai:crdo.vjf.cnrs.fr:cocoon-dbdad3a5-ea9c-3803-a4c4-433947d859f9,narrative
5831,oai:crdo.vjf.cnrs.fr:cocoon-0755c563-c820-4312-95c5-63c820f31238,2022-01-26,Japhug,Tshendzin,10.24397/pangloss-0007435,,https://cocoon.huma-num.fr/data/jacques/masters/crdo-JYA_HIST140425_KWMDZA08.xml,oai:crdo.vjf.cnrs.fr:cocoon-64646872-d666-3097-af8d-ef26336a49dc,narrative
5832,oai:crdo.vjf.cnrs.fr:cocoon-fcb22583-b1b8-40ea-b225-83b1b830ea60,2023-06-13,Cone,dKon.mchog Rin.chen,10.24397/pangloss-0008506,121.0,https://cocoon.huma-num.fr/data/jacques/masters/cone_tibetan_wordlist.wav,,
5833,oai:crdo.vjf.cnrs.fr:cocoon-d1d4b423-742d-4e0c-94b4-23742d4e0c7c,2023-06-13,Cone,,10.24397/pangloss-0008507,,https://cocoon.huma-num.fr/data/jacques/masters/cone_tibetan_wordlist.xml,oai:crdo.vjf.cnrs.fr:cocoon-fcb22583-b1b8-40ea-b225-83b1b830ea60,
5834,oai:crdo.vjf.cnrs.fr:cocoon-bae938b3-ed5b-361c-b33d-c441c0612187,2022-02-17,Ubykh,"Saniç, Tevfik",10.24397/PANGLOSS-0004320,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-UBY_POISSON.xml,oai:crdo.vjf.cnrs.fr:cocoon-2b11e515-358b-3c21-8fa5-4ad299b6a613,narrative
5835,oai:crdo.vjf.cnrs.fr:cocoon-2b11e515-358b-3c21-8fa5-4ad299b6a613,2021-01-09,Ubykh,"Saniç, Tevfik",10.24397/PANGLOSS-0004321,96.0,https://cocoon.huma-num.fr/data/archi/masters/6537.wav,,narrative
5836,oai:crdo.vjf.cnrs.fr:cocoon-4ab477a8-8351-356b-b95c-3646207a8019,2020-11-29,Ubykh,,10.24397/PANGLOSS-0004322,,,oai:crdo.vjf.cnrs.fr:cocoon-2b11e515-358b-3c21-8fa5-4ad299b6a613,narrative
5837,oai:crdo.vjf.cnrs.fr:cocoon-a4d746c7-19a0-3228-8bee-0645bb610ddb,2020-11-29,Ubykh,,10.24397/PANGLOSS-0004323,,,oai:crdo.vjf.cnrs.fr:cocoon-2b11e515-358b-3c21-8fa5-4ad299b6a613,narrative
5838,oai:crdo.vjf.cnrs.fr:cocoon-03c7f3a0-b6a2-3df6-b67d-5e6ef019c281,2020-11-28,Ubykh,"Saniç, Tevfik",10.24397/PANGLOSS-0004324,59.0,https://cocoon.huma-num.fr/data/archi/masters/145744.wav,,narrative
5839,oai:crdo.vjf.cnrs.fr:cocoon-372130df-069f-330e-8d96-f7b3b86c293e,2020-11-29,Ubykh,,10.24397/PANGLOSS-0004325,,,oai:crdo.vjf.cnrs.fr:cocoon-03c7f3a0-b6a2-3df6-b67d-5e6ef019c281,narrative
5840,oai:crdo.vjf.cnrs.fr:cocoon-f3cccaf0-cd8e-3353-b227-fc6e196577ce,2020-11-28,Ubykh,"Saniç, Tevfik",10.24397/PANGLOSS-0004326,147.0,https://cocoon.huma-num.fr/data/archi/masters/145746.wav,,narrative
5841,oai:crdo.vjf.cnrs.fr:cocoon-3ea915d3-14f9-3f69-bfd4-a6e91e06f321,2020-11-29,Ubykh,,10.24397/PANGLOSS-0004327,,,oai:crdo.vjf.cnrs.fr:cocoon-f3cccaf0-cd8e-3353-b227-fc6e196577ce,narrative
5842,oai:crdo.vjf.cnrs.fr:cocoon-ac836d96-0d5c-365a-9b60-8ee932e51413,2020-11-28,Ubykh,"Saniç, Tevfik",10.24397/PANGLOSS-0004328,302.0,https://cocoon.huma-num.fr/data/archi/masters/6528.wav,,narrative
5843,oai:crdo.vjf.cnrs.fr:cocoon-a8698269-eb64-3219-9458-6da3162cefb6,2020-11-29,Ubykh,,10.24397/PANGLOSS-0004329,,,oai:crdo.vjf.cnrs.fr:cocoon-ac836d96-0d5c-365a-9b60-8ee932e51413,narrative
5844,oai:crdo.vjf.cnrs.fr:cocoon-e7c9ba5a-0577-31b1-89c6-37991a3132b3,2020-11-28,Ubykh,"Saniç, Tevfik",10.24397/PANGLOSS-0004330,584.0,https://cocoon.huma-num.fr/data/archi/masters/146122.wav,,narrative
5845,oai:crdo.vjf.cnrs.fr:cocoon-7c0ef954-3926-36e6-a2a8-7d3174811d16,2020-11-28,Ubykh,"Saniç, Tevfik",10.24397/PANGLOSS-0004331,291.0,https://cocoon.huma-num.fr/data/archi/masters/145745.wav,,narrative
5846,oai:crdo.vjf.cnrs.fr:cocoon-f570bc8f-518e-316e-9a3b-2aba53cfd9eb,2020-11-28,Ubykh,"Saniç, Tevfik",10.24397/PANGLOSS-0004332,201.0,https://cocoon.huma-num.fr/data/archi/masters/145747.wav,,narrative
5847,oai:crdo.vjf.cnrs.fr:cocoon-9b811572-c389-32c7-8c00-ad67e50ee790,2022-02-17,Ubykh,"Saniç, Tevfik",10.24397/PANGLOSS-0004333,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-UBY_HODJA.xml,oai:crdo.vjf.cnrs.fr:cocoon-ac836d96-0d5c-365a-9b60-8ee932e51413,narrative
5848,oai:crdo.vjf.cnrs.fr:cocoon-bb839640-d38c-33cd-97bd-30bd00bfb542,2022-02-17,Ubykh,"Saniç, Tevfik",10.24397/PANGLOSS-0004334,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-UBY_CHEVRE.xml,oai:crdo.vjf.cnrs.fr:cocoon-03c7f3a0-b6a2-3df6-b67d-5e6ef019c281,narrative
5849,oai:crdo.vjf.cnrs.fr:cocoon-81e5e086-e55c-3636-a835-586929d58316,2022-02-17,Ubykh,"Saniç, Tevfik",10.24397/PANGLOSS-0004335,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-UBY_FIN_DU_MONDE.xml,oai:crdo.vjf.cnrs.fr:cocoon-f3cccaf0-cd8e-3353-b227-fc6e196577ce,narrative
5850,oai:crdo.vjf.cnrs.fr:cocoon-33ecd2ad-12cc-30df-97c2-58f5f93023ec,2022-02-17,Ubykh,"Saniç, Tevfik",10.24397/PANGLOSS-0004336,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-UBY_FISH.xml,oai:crdo.vjf.cnrs.fr:cocoon-2b11e515-358b-3c21-8fa5-4ad299b6a613,narrative
5851,oai:crdo.vjf.cnrs.fr:cocoon-702bbb09-377a-3a2e-b687-d68b22eaa564,2020-11-28,Lazé,"Tian, Xiufang",10.24397/PANGLOSS-0004337,170.0,https://cocoon.huma-num.fr/data/archi/masters/234699.wav,,narrative
5852,oai:crdo.vjf.cnrs.fr:cocoon-0b19f353-0929-3cb1-ad83-a150689c9615,2022-03-02,Lazé,"Tian, Xiufang",10.24397/PANGLOSS-0004338,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NBF_ENTERREEVIVE.xml,oai:crdo.vjf.cnrs.fr:cocoon-702bbb09-377a-3a2e-b687-d68b22eaa564,narrative
5853,oai:crdo.vjf.cnrs.fr:cocoon-b3c77db4-54b3-331d-97ba-d907c1a05239,2020-11-28,Lazé,"Tian, Xiufang",10.24397/PANGLOSS-0004339,170.0,https://cocoon.huma-num.fr/data/archi/masters/234727.wav,,narrative
5854,oai:crdo.vjf.cnrs.fr:cocoon-2bea6885-628c-34e7-94be-09a5fbdda588,2022-03-02,Lazé,"Tian, Xiufang",10.24397/PANGLOSS-0004340,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NBF_FEMMECELESTE.xml,oai:crdo.vjf.cnrs.fr:cocoon-b3c77db4-54b3-331d-97ba-d907c1a05239,narrative
5855,oai:crdo.vjf.cnrs.fr:cocoon-3dd9341b-647a-33d3-b0fd-2b0ab0e7f638,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004341,517.0,https://cocoon.huma-num.fr/data/archi/masters/235213.wav,,narrative
5856,oai:crdo.vjf.cnrs.fr:cocoon-46ae2130-95ad-342d-9606-ef3d47594bee,2022-02-17,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004342,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NRU_MARIAGE_DE_LA_SOEUR_V1.xml,oai:crdo.vjf.cnrs.fr:cocoon-3dd9341b-647a-33d3-b0fd-2b0ab0e7f638,narrative
5857,oai:crdo.vjf.cnrs.fr:cocoon-9b6fe6cf-0338-3482-9125-b1628aa0e459,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004343,440.0,https://cocoon.huma-num.fr/data/archi/masters/235227.wav,,narrative
5858,oai:crdo.vjf.cnrs.fr:cocoon-9245e7d0-3e19-3eac-8f3e-2dc3a04bbf43,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004344,707.0,https://cocoon.huma-num.fr/data/archi/masters/235228.wav,,narrative
5859,oai:crdo.vjf.cnrs.fr:cocoon-b5285065-cb88-3de1-b3d6-9cab013681f7,2022-02-17,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004345,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NRU_MARIAGE_DE_LA_SOEUR_V3.xml,oai:crdo.vjf.cnrs.fr:cocoon-9245e7d0-3e19-3eac-8f3e-2dc3a04bbf43,narrative
5860,oai:crdo.vjf.cnrs.fr:cocoon-4bd41f19-8a74-3607-bb8e-fc9709d9d5bc,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004346,312.0,https://cocoon.huma-num.fr/data/archi/masters/235229.wav,,narrative
5861,oai:crdo.vjf.cnrs.fr:cocoon-ff590185-32d0-3939-a8d1-f3ed34b98673,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004347,366.0,https://cocoon.huma-num.fr/data/archi/masters/235230.wav,,narrative
5862,oai:crdo.vjf.cnrs.fr:cocoon-1fee21d5-125f-313d-aab7-121aa9c2cac5,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004348,277.0,https://cocoon.huma-num.fr/data/archi/masters/235231.wav,,narrative
5863,oai:crdo.vjf.cnrs.fr:cocoon-2c55a91e-c666-3033-8d07-09da47d9f2ba,2022-02-17,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004349,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NRU_NAISSANCE_DU_LAC_V3.xml,oai:crdo.vjf.cnrs.fr:cocoon-1fee21d5-125f-313d-aab7-121aa9c2cac5,narrative
5864,oai:crdo.vjf.cnrs.fr:cocoon-cc14e484-fec4-3372-9ea9-27c155fdb682,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004350,686.0,https://cocoon.huma-num.fr/data/archi/masters/235232.wav,,narrative
5865,oai:crdo.vjf.cnrs.fr:cocoon-b3b0112a-e6bb-3ea7-b2f8-9d838aa172e2,2020-11-28,Naxi,"He, Wenjian",10.24397/PANGLOSS-0004351,238.0,https://cocoon.huma-num.fr/data/archi/masters/234701.wav,,narrative
5866,oai:crdo.vjf.cnrs.fr:cocoon-390794f4-15ff-3a78-8bcf-9580614ff98e,2022-02-17,Naxi,,10.24397/PANGLOSS-0004352,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NXQ_M10_FILLE_UNIQUE_V1.xml,oai:crdo.vjf.cnrs.fr:cocoon-b3b0112a-e6bb-3ea7-b2f8-9d838aa172e2,narrative
5867,oai:crdo.vjf.cnrs.fr:cocoon-16586ac3-6bba-3c3f-86d9-0b9f877c605a,2020-11-28,Naxi,"Xu, Jirong",10.24397/PANGLOSS-0004353,186.0,https://cocoon.huma-num.fr/data/archi/masters/234728.wav,,narrative
5868,oai:crdo.vjf.cnrs.fr:cocoon-ec43abba-bd90-3970-a9a3-1f69ddbd75c0,2022-03-02,Naxi,"Xu, Jirong",10.24397/PANGLOSS-0004354,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NBF_TOADCHILD.xml,oai:crdo.vjf.cnrs.fr:cocoon-16586ac3-6bba-3c3f-86d9-0b9f877c605a,narrative
5869,oai:crdo.vjf.cnrs.fr:cocoon-421b2581-4020-3c01-8432-0420d901169a,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004355,160.0,https://cocoon.huma-num.fr/data/archi/masters/234730.wav,,dialogue
5870,oai:crdo.vjf.cnrs.fr:cocoon-4c2b9b0c-9511-327c-9ff4-84f6cd5e87af,2022-02-17,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004356,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NRU_NUMPLUSCL_H1_CHUNKS_1TO30_F4_16MARCH2009.xml,oai:crdo.vjf.cnrs.fr:cocoon-421b2581-4020-3c01-8432-0420d901169a,dialogue
5871,oai:crdo.vjf.cnrs.fr:cocoon-9e35061d-d6eb-380c-850a-665c42e8082f,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004357,402.0,https://cocoon.huma-num.fr/data/archi/masters/234731.wav,,dialogue
5872,oai:crdo.vjf.cnrs.fr:cocoon-5b7863c3-beec-37f0-b0c9-df527af94960,2022-02-17,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004358,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NRU_NUMPLUSCL_H1_CHUNKS_1TO100_F4_3OCT2011_AUDIOPLUSEGG.xml,oai:crdo.vjf.cnrs.fr:cocoon-9e35061d-d6eb-380c-850a-665c42e8082f,dialogue
5873,oai:crdo.vjf.cnrs.fr:cocoon-5206b066-e8e7-32d5-acdc-934f3387cb2e,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004359,301.0,https://cocoon.huma-num.fr/data/archi/masters/234732.wav,,dialogue
5874,oai:crdo.vjf.cnrs.fr:cocoon-bda1f654-d6bf-381a-9776-d148626cbcd5,2022-02-17,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004360,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NRU_NUMPLUSCL_H1_CHUNKS_30TO100_F4_26SEPT2011_AUDIOPLUSEGG.xml,oai:crdo.vjf.cnrs.fr:cocoon-5206b066-e8e7-32d5-acdc-934f3387cb2e,dialogue
5875,oai:crdo.vjf.cnrs.fr:cocoon-bb37b586-9997-3081-9a2f-d06f0c2a3c71,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004361,152.0,https://cocoon.huma-num.fr/data/archi/masters/234733.wav,,dialogue
5876,oai:crdo.vjf.cnrs.fr:cocoon-75257e89-abfe-3a85-bee8-c393c13496e0,2022-02-17,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004362,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NRU_NUMPLUSCL_H1_HANDSPAN_1TO100_F4_24SEPT2011_AUDIOPLUSEGG.xml,oai:crdo.vjf.cnrs.fr:cocoon-bb37b586-9997-3081-9a2f-d06f0c2a3c71,dialogue
5877,oai:crdo.vjf.cnrs.fr:cocoon-e101b0bd-68e9-3f2a-91ff-0ce81e3019be,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004363,106.0,https://cocoon.huma-num.fr/data/archi/masters/234734.wav,,dialogue
5878,oai:crdo.vjf.cnrs.fr:cocoon-9e11285b-cb3e-359c-825b-146477ada21a,2022-02-17,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004364,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NRU_NUMPLUSCL_H2_DAY_1TO30_F4_11MARCH2009.xml,oai:crdo.vjf.cnrs.fr:cocoon-e101b0bd-68e9-3f2a-91ff-0ce81e3019be,dialogue
5879,oai:crdo.vjf.cnrs.fr:cocoon-7f9f8056-d111-3119-bafe-526f4160f0a4,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004365,406.0,https://cocoon.huma-num.fr/data/archi/masters/234736.wav,,dialogue
5880,oai:crdo.vjf.cnrs.fr:cocoon-817a1ce5-1a84-3734-b6cd-396e26b665b9,2022-02-17,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004366,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NRU_NUMPLUSCL_H2_DAY_1TO100_F4_3OCT2011_AUDIOPLUSEGG.xml,oai:crdo.vjf.cnrs.fr:cocoon-7f9f8056-d111-3119-bafe-526f4160f0a4,dialogue
5881,oai:crdo.vjf.cnrs.fr:cocoon-0495876e-1d9e-318a-9f98-982480515c1a,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004367,114.0,https://cocoon.huma-num.fr/data/archi/masters/234737.wav,,dialogue
5882,oai:crdo.vjf.cnrs.fr:cocoon-690069fd-5d92-392c-9ba0-78980bac6623,2022-02-17,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004368,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NRU_NUMPLUSCL_H2_DAY_30TO100_F4_24SEPT2011_AUDIOPLUSEGG.xml,oai:crdo.vjf.cnrs.fr:cocoon-0495876e-1d9e-318a-9f98-982480515c1a,dialogue
5883,oai:crdo.vjf.cnrs.fr:cocoon-c8101691-2a1f-37c9-82fd-64739074a2ce,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004369,130.0,https://cocoon.huma-num.fr/data/archi/masters/234747.wav,,dialogue
5884,oai:crdo.vjf.cnrs.fr:cocoon-975ec0ec-2dd9-3e15-af4f-dfb5b7a9ad63,2022-02-17,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004370,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NRU_NUMPLUSCL_L1_MONETARYUNIT_1TO30_F4_11MARCH2009.xml,oai:crdo.vjf.cnrs.fr:cocoon-c8101691-2a1f-37c9-82fd-64739074a2ce,dialogue
5885,oai:crdo.vjf.cnrs.fr:cocoon-c7b996ec-6482-3110-840d-4dd21df67c51,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004371,380.0,https://cocoon.huma-num.fr/data/archi/masters/234748.wav,,dialogue
5886,oai:crdo.vjf.cnrs.fr:cocoon-78746554-bd66-3a5f-9cf3-c20e0b92d546,2022-02-17,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004372,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NRU_NUMPLUSCL_L1_MONETARYUNIT_1TO100_F4_3OCT2011_AUDIOPLUSEGG.xml,oai:crdo.vjf.cnrs.fr:cocoon-c7b996ec-6482-3110-840d-4dd21df67c51,dialogue
5887,oai:crdo.vjf.cnrs.fr:cocoon-ecaff366-c3d1-341b-b725-78bfbc7bc7e2,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004373,163.0,https://cocoon.huma-num.fr/data/archi/masters/234749.wav,,dialogue
5888,oai:crdo.vjf.cnrs.fr:cocoon-b8f0c77a-b602-335c-9c7b-0dddc656706f,2022-02-17,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004374,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NRU_NUMPLUSCL_L1_MONETARYUNIT_30TO100_F4_24SEPT2011_AUDIOPLUSEGG.xml,oai:crdo.vjf.cnrs.fr:cocoon-ecaff366-c3d1-341b-b725-78bfbc7bc7e2,dialogue
5889,oai:crdo.vjf.cnrs.fr:cocoon-7089661f-2866-3b5c-aa42-4809720b0dcf,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004375,34.0,https://cocoon.huma-num.fr/data/archi/masters/234750.wav,,dialogue
5890,oai:crdo.vjf.cnrs.fr:cocoon-a1e65340-a589-3fff-bc8c-c29fafb5fd78,2022-02-17,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004376,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NRU_NUMPLUSCL_L1_ROADSECTION_1TO10_F4_11MARCH2009.xml,oai:crdo.vjf.cnrs.fr:cocoon-7089661f-2866-3b5c-aa42-4809720b0dcf,dialogue
5891,oai:crdo.vjf.cnrs.fr:cocoon-f01593c3-dddb-3902-a11b-47802e61e7e7,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004377,189.0,https://cocoon.huma-num.fr/data/archi/masters/234751.wav,,dialogue
5892,oai:crdo.vjf.cnrs.fr:cocoon-5fa47807-aff7-3b25-b2ba-59494086f053,2022-02-17,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004378,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NRU_NUMPLUSCL_L1_SETOFTWO_1TO100_F4_24SEPT2011_AUDIOPLUSEGG.xml,oai:crdo.vjf.cnrs.fr:cocoon-f01593c3-dddb-3902-a11b-47802e61e7e7,dialogue
5893,oai:crdo.vjf.cnrs.fr:cocoon-a621a209-2758-31b3-a2e8-4c8f7581394f,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004379,423.0,https://cocoon.huma-num.fr/data/archi/masters/234752.wav,,dialogue
5894,oai:crdo.vjf.cnrs.fr:cocoon-104243c0-b312-3947-9c83-566839ef618f,2022-02-17,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004380,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NRU_NUMPLUSCL_L2_ARMSPAN_1TO100_F4_4OCT2011_AUDIOPLUSEGG.xml,oai:crdo.vjf.cnrs.fr:cocoon-a621a209-2758-31b3-a2e8-4c8f7581394f,dialogue
5895,oai:crdo.vjf.cnrs.fr:cocoon-0f4576b5-e917-35a2-92f6-fed919660f5e,2020-11-28,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004381,154.0,https://cocoon.huma-num.fr/data/archi/masters/234753.wav,,dialogue
5896,oai:crdo.vjf.cnrs.fr:cocoon-b5937cda-1045-34d1-bf06-3e7fe391fbb3,2022-02-17,Yongning Na,"Latami, Dashilame",10.24397/PANGLOSS-0004382,,https://cocoon.huma-num.fr/data/michaud/masters/crdo-NRU_NUMPLUSCL_L2_ARMSPAN_1TO100_F4_24SEPT2011_AUDIOPLUSEGG.xml,oai:crdo.vjf.cnrs.fr:cocoon-0f4576b5-e917-35a2-92f6-fed919660f5e,dialogue
