,oai,datestamp,language,speaker,doi,length,uri,requires,type
2369,oai:crdo.vjf.cnrs.fr:cocoon-ea5c2437-0a69-34d5-8d23-6122160fcbda,2021-04-07,Bwatoo,"Diéla, Raymond",10.24397/PANGLOSS-0005223,103.0,https://cocoon.huma-num.fr/data/archi/masters/145246.wav,,narrative
2370,oai:crdo.vjf.cnrs.fr:cocoon-1484f45c-8c06-30db-9d3d-e99873a687ae,2022-03-02,Bwatoo,"Diéla, Raymond",10.24397/PANGLOSS-0005224,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-BWA_TEMPERANCE.xml,oai:crdo.vjf.cnrs.fr:cocoon-ea5c2437-0a69-34d5-8d23-6122160fcbda,narrative
2371,oai:crdo.vjf.cnrs.fr:cocoon-b82948b5-429b-3743-b5ab-d8e23d69662f,2021-04-07,Cèmuhî,"Bova, Jean-Baptiste",10.24397/PANGLOSS-0005225,245.0,https://cocoon.huma-num.fr/data/archi/masters/145250.wav,,narrative
2372,oai:crdo.vjf.cnrs.fr:cocoon-8b5ec940-2051-3afe-8a61-f0cf4b867434,2022-03-01,Cèmuhî,"Bova, Jean-Baptiste",10.24397/PANGLOSS-0005226,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-CAM_DUI.xml,oai:crdo.vjf.cnrs.fr:cocoon-b82948b5-429b-3743-b5ab-d8e23d69662f,narrative
2373,oai:crdo.vjf.cnrs.fr:cocoon-55fa1f55-87d2-31e6-8f2e-e775e17a13ab,2021-04-07,Cèmuhî,"Tyéu, Bwaawi",10.24397/PANGLOSS-0005227,523.0,https://cocoon.huma-num.fr/data/archi/masters/145247.wav,,narrative
2374,oai:crdo.vjf.cnrs.fr:cocoon-5aa32561-13af-3cae-8160-1a4655a974a8,2022-03-01,Cèmuhî,"Tyéu, Bwaawi",10.24397/PANGLOSS-0005228,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-CAM_ANGUI.xml,oai:crdo.vjf.cnrs.fr:cocoon-55fa1f55-87d2-31e6-8f2e-e775e17a13ab,narrative
2375,oai:crdo.vjf.cnrs.fr:cocoon-f6ea7398-ca28-3cef-a411-991ee7bf1c10,2021-04-07,Cèmuhî,"Tyèn, Bernadette",10.24397/PANGLOSS-0005229,317.0,https://cocoon.huma-num.fr/data/archi/masters/145251.wav,,narrative
2376,oai:crdo.vjf.cnrs.fr:cocoon-e4d083cd-2def-391e-aea0-eafb69fe997a,2022-03-01,Cèmuhî,"Tyèn, Bernadette",10.24397/PANGLOSS-0005230,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-CAM_ECAIL.xml,oai:crdo.vjf.cnrs.fr:cocoon-f6ea7398-ca28-3cef-a411-991ee7bf1c10,narrative
2377,oai:crdo.vjf.cnrs.fr:cocoon-c476c8d3-d930-3178-81e9-35a203a2f345,2021-04-07,Cèmuhî,"Pwagu, Sébastien",10.24397/PANGLOSS-0005231,374.0,https://cocoon.huma-num.fr/data/archi/masters/145248.wav,,narrative
2378,oai:crdo.vjf.cnrs.fr:cocoon-71265dc8-92b9-37d5-a0c9-f69c5f3838a6,2022-03-01,Cèmuhî,"Pwagu, Sébastien",10.24397/PANGLOSS-0005232,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-CAM_COQUI.xml,oai:crdo.vjf.cnrs.fr:cocoon-c476c8d3-d930-3178-81e9-35a203a2f345,narrative
2379,oai:crdo.vjf.cnrs.fr:cocoon-bb149b21-b04f-33fe-b9a7-2e8f876e29b1,2021-04-07,Cèmuhî,"Daulo, Célina",10.24397/PANGLOSS-0005233,334.0,https://cocoon.huma-num.fr/data/archi/masters/145249.wav,,narrative
2380,oai:crdo.vjf.cnrs.fr:cocoon-8aedc5b6-02b8-3cdf-8e50-f327ef25d087,2022-03-01,Cèmuhî,"Daulo, Célina",10.24397/PANGLOSS-0005234,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-CAM_CRABE.xml,oai:crdo.vjf.cnrs.fr:cocoon-bb149b21-b04f-33fe-b9a7-2e8f876e29b1,narrative
2381,oai:crdo.vjf.cnrs.fr:cocoon-57fba1fb-faab-392e-aab3-347ba8016bc0,2021-04-07,Cèmuhî,"Daulo, Célina",10.24397/PANGLOSS-0005235,585.0,https://cocoon.huma-num.fr/data/archi/masters/145252.wav,,narrative
2382,oai:crdo.vjf.cnrs.fr:cocoon-513805f9-2907-3a21-a08a-d57ba15aaa5e,2022-03-01,Cèmuhî,"Daulo, Célina",10.24397/PANGLOSS-0005236,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-CAM_FLEURS.xml,oai:crdo.vjf.cnrs.fr:cocoon-57fba1fb-faab-392e-aab3-347ba8016bc0,narrative
2383,oai:crdo.vjf.cnrs.fr:cocoon-34c4f9aa-3a80-3d2f-a4a7-4b5b5bb2af30,2021-04-07,Cèmuhî,"Kodèm, Maurice",10.24397/PANGLOSS-0005237,494.0,https://cocoon.huma-num.fr/data/archi/masters/145253.wav,,narrative
2384,oai:crdo.vjf.cnrs.fr:cocoon-36cc1d51-0ba0-350f-a0fa-6d56c696e9da,2022-03-01,Cèmuhî,"Kodèm, Maurice",10.24397/PANGLOSS-0005238,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-CAM_FRUITS.xml,oai:crdo.vjf.cnrs.fr:cocoon-34c4f9aa-3a80-3d2f-a4a7-4b5b5bb2af30,narrative
2385,oai:crdo.vjf.cnrs.fr:cocoon-b100e342-4ea3-3907-aede-3aae777c59e0,2021-04-07,Cèmuhî,"Pwagu, Sébastien",10.24397/PANGLOSS-0005239,776.0,https://cocoon.huma-num.fr/data/archi/masters/145254.wav,,narrative
2386,oai:crdo.vjf.cnrs.fr:cocoon-dfb8f262-642f-3334-9b1a-7a62e8fb3653,2022-03-01,Cèmuhî,"Pwagu, Sébastien",10.24397/PANGLOSS-0005240,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-CAM_ORANG.xml,oai:crdo.vjf.cnrs.fr:cocoon-b100e342-4ea3-3907-aede-3aae777c59e0,narrative
2387,oai:crdo.vjf.cnrs.fr:cocoon-baceffa6-5295-33b0-a8e7-aa398a092171,2021-04-07,Cèmuhî,"Daulo, Marie",10.24397/PANGLOSS-0005241,190.0,https://cocoon.huma-num.fr/data/archi/masters/145255.wav,,narrative
2388,oai:crdo.vjf.cnrs.fr:cocoon-ae67671f-94df-3f2e-a72d-7f481602854e,2022-03-01,Cèmuhî,"Daulo, Marie",10.24397/PANGLOSS-0005242,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-CAM_TORTUE.xml,oai:crdo.vjf.cnrs.fr:cocoon-baceffa6-5295-33b0-a8e7-aa398a092171,narrative
2389,oai:crdo.vjf.cnrs.fr:cocoon-11bbdae6-e42d-3e5c-b108-badef17bd970,2022-03-01,Numèè,"Betoe, Philippe",10.24397/PANGLOSS-0005243,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-KDK_DORE.xml,oai:crdo.vjf.cnrs.fr:cocoon-1d86a096-2aed-3545-b0f8-a1782c2ce482,narrative
2390,oai:crdo.vjf.cnrs.fr:cocoon-1d86a096-2aed-3545-b0f8-a1782c2ce482,2021-04-07,Numèè,"Betoe, Philippe",10.24397/PANGLOSS-0005244,1043.0,https://cocoon.huma-num.fr/data/archi/masters/145256.wav,,narrative
2391,oai:crdo.vjf.cnrs.fr:cocoon-20944939-711e-3718-94de-057d1e60b9a2,2022-03-01,Numèè,"Womwâ, Apollonie",10.24397/PANGLOSS-0005245,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-KDK_FAUCON.xml,oai:crdo.vjf.cnrs.fr:cocoon-a3c78a17-1f0e-314c-889f-f38d8649af0c,narrative
2392,oai:crdo.vjf.cnrs.fr:cocoon-a3c78a17-1f0e-314c-889f-f38d8649af0c,2021-04-07,Numèè,"Womwâ, Apollonie",10.24397/PANGLOSS-0005246,154.0,https://cocoon.huma-num.fr/data/archi/masters/145257.wav,,narrative
2393,oai:crdo.vjf.cnrs.fr:cocoon-42a6714e-c328-3e88-90b1-9340d06994c3,2022-03-01,Numèè,"Angwèrèrè, Roch",10.24397/PANGLOSS-0005247,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-KDK_GORO.xml,oai:crdo.vjf.cnrs.fr:cocoon-f6ebd439-7145-3d40-aee4-c7456f740471,narrative
2394,oai:crdo.vjf.cnrs.fr:cocoon-f6ebd439-7145-3d40-aee4-c7456f740471,2021-04-07,Numèè,"Angwèrèrè, Roch",10.24397/PANGLOSS-0005248,440.0,https://cocoon.huma-num.fr/data/archi/masters/145258.wav,,narrative
2395,oai:crdo.vjf.cnrs.fr:cocoon-b6a9d6b7-2541-33e3-b9ae-da619d718ff6,2022-03-01,Numèè,"Womwâ, Apollonie",10.24397/PANGLOSS-0005249,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-KDK_GUERRE.xml,oai:crdo.vjf.cnrs.fr:cocoon-fa92fc47-56f8-3d04-bcf7-9335d67a7284,narrative
2396,oai:crdo.vjf.cnrs.fr:cocoon-fa92fc47-56f8-3d04-bcf7-9335d67a7284,2021-04-07,Numèè,"Womwâ, Apollonie",10.24397/PANGLOSS-0005250,263.0,https://cocoon.huma-num.fr/data/archi/masters/145259.wav,,narrative
2397,oai:crdo.vjf.cnrs.fr:cocoon-77cbbab0-fd49-341e-a4c7-a224d3a92ee6,2022-03-01,Numèè,"Angwèrèrè, Roch",10.24397/PANGLOSS-0005251,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-KDK_HIST.xml,oai:crdo.vjf.cnrs.fr:cocoon-c7c4cee9-7762-3080-a7df-05f2d821971a,narrative
2398,oai:crdo.vjf.cnrs.fr:cocoon-c7c4cee9-7762-3080-a7df-05f2d821971a,2021-04-07,Numèè,"Angwèrèrè, Roch",10.24397/PANGLOSS-0005252,488.0,https://cocoon.huma-num.fr/data/archi/masters/145260.wav,,narrative
2399,oai:crdo.vjf.cnrs.fr:cocoon-6207ad49-5509-392c-8cdd-976876cb603f,2022-03-01,Numèè,"Ati, Marguerite",10.24397/PANGLOSS-0005253,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-KDK_KAKO.xml,oai:crdo.vjf.cnrs.fr:cocoon-f173e913-8eab-3972-814e-db3a10a7191b,narrative
2400,oai:crdo.vjf.cnrs.fr:cocoon-f173e913-8eab-3972-814e-db3a10a7191b,2021-04-07,Numèè,"Ati, Marguerite",10.24397/PANGLOSS-0005254,559.0,https://cocoon.huma-num.fr/data/archi/masters/145261.wav,,narrative
2401,oai:crdo.vjf.cnrs.fr:cocoon-78ee041a-ce97-3ff6-9294-c3eeddbb9b5b,2022-03-01,Numèè,"Atiti, Charles",10.24397/PANGLOSS-0005255,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-KDK_RAT.xml,oai:crdo.vjf.cnrs.fr:cocoon-2facf295-f9c4-3bff-816d-c30606a739d2,narrative
2402,oai:crdo.vjf.cnrs.fr:cocoon-2facf295-f9c4-3bff-816d-c30606a739d2,2021-04-07,Numèè,"Atiti, Charles",10.24397/PANGLOSS-0005256,287.0,https://cocoon.huma-num.fr/data/archi/masters/145263.wav,,narrative
2403,oai:crdo.vjf.cnrs.fr:cocoon-0e0e61e4-63f6-3a8b-90ed-07522d4dfc34,2022-03-01,Numèè,"Vendegou, Alexis",10.24397/PANGLOSS-0005257,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-KDK_VADEKU.xml,oai:crdo.vjf.cnrs.fr:cocoon-c32fd5c0-fa15-3e03-82ea-b4ce344f9612,narrative
2404,oai:crdo.vjf.cnrs.fr:cocoon-c32fd5c0-fa15-3e03-82ea-b4ce344f9612,2021-04-07,Numèè,"Vendegou, Alexis",10.24397/PANGLOSS-0005258,500.0,https://cocoon.huma-num.fr/data/archi/masters/145264.wav,,narrative
2405,oai:crdo.vjf.cnrs.fr:cocoon-344d69ca-989b-36d9-ba1a-11b3276259a1,2022-03-01,Paicî,"Kowi, Irénée",10.24397/PANGLOSS-0005259,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-PRI_ENFANT.xml,oai:crdo.vjf.cnrs.fr:cocoon-ea37401c-f6c4-3315-ba6f-e8e95eaf204a,narrative
2406,oai:crdo.vjf.cnrs.fr:cocoon-ea37401c-f6c4-3315-ba6f-e8e95eaf204a,2021-04-07,Paicî,"Kowi, Irénée",10.24397/PANGLOSS-0005260,198.0,https://cocoon.huma-num.fr/data/archi/masters/145266.wav,,narrative
2407,oai:crdo.vjf.cnrs.fr:cocoon-5eb578ca-4d80-32a1-9574-5a61b39f9159,2023-02-10,Pije,"Daahma le we, Timothée",10.24397/PANGLOSS-0005261,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-PIZ_MONNAIE.xml,oai:crdo.vjf.cnrs.fr:cocoon-56ea8468-177a-32f0-a5ce-a26d99aeef1f,narrative
2408,oai:crdo.vjf.cnrs.fr:cocoon-56ea8468-177a-32f0-a5ce-a26d99aeef1f,2023-02-10,Pije,"Daahma le we, Timothée",10.24397/PANGLOSS-0005262,256.0,https://cocoon.huma-num.fr/data/archi/masters/145265.wav,,narrative
2409,oai:crdo.vjf.cnrs.fr:cocoon-68b9fa4e-c91f-31ff-828b-537746a1858d,2021-04-07,Xârâcùù,"Tamai, Guy",10.24397/PANGLOSS-0005263,3922.0,https://cocoon.huma-num.fr/data/archi/masters/145241.wav,,dialogue
2410,oai:crdo.vjf.cnrs.fr:cocoon-751923b2-2b53-360b-aa8a-39af4329033a,2021-04-07,Xârâcùù,"Tamai, Guy",10.24397/PANGLOSS-0005264,743.0,https://cocoon.huma-num.fr/data/archi/masters/145242.wav,,dialogue
2411,oai:crdo.vjf.cnrs.fr:cocoon-fef710a0-8b7a-3c92-aa4e-f7f35e68b892,2022-09-11,Parents et enfants,"Daulo, Célina",10.24397/PANGLOSS-0005265,238.0,https://cocoon.huma-num.fr/data/rivierre/masters/T5FAT6.wav,,narrative
2412,oai:crdo.vjf.cnrs.fr:cocoon-c3294bbf-6368-40be-a94b-bf6368b0beb0,2022-11-15,Cèmuhî,"Daulo, Célina",10.24397/pangloss-0008031,,https://cocoon.huma-num.fr/data/rivierre/masters/crdo-CAM_T5FAT6.xml,oai:crdo.vjf.cnrs.fr:cocoon-fef710a0-8b7a-3c92-aa4e-f7f35e68b892,narrative
2413,oai:crdo.vjf.cnrs.fr:cocoon-792a854c-8a62-4201-aa85-4c8a62820140,2022-11-15,Cèmuhî,"Daulo, Célina",10.24397/pangloss-0008032,,,oai:crdo.vjf.cnrs.fr:cocoon-fef710a0-8b7a-3c92-aa4e-f7f35e68b892,narrative
2414,oai:crdo.vjf.cnrs.fr:cocoon-f990fd5b-2f59-4414-90fd-5b2f59841407,2022-11-15,Cèmuhî,"Daulo, Célina",10.24397/pangloss-0008033,,,oai:crdo.vjf.cnrs.fr:cocoon-fef710a0-8b7a-3c92-aa4e-f7f35e68b892,narrative
2415,oai:crdo.vjf.cnrs.fr:cocoon-3baaee72-f923-4944-aaee-72f9238944d3,2022-11-15,Cèmuhî,"Daulo, Célina",10.24397/pangloss-0008034,,,oai:crdo.vjf.cnrs.fr:cocoon-fef710a0-8b7a-3c92-aa4e-f7f35e68b892,narrative
2416,oai:crdo.vjf.cnrs.fr:cocoon-bc8deb34-3062-479d-8deb-343062879d98,2022-11-15,Cèmuhî,"Daulo, Célina",10.24397/pangloss-0008035,,,oai:crdo.vjf.cnrs.fr:cocoon-fef710a0-8b7a-3c92-aa4e-f7f35e68b892,narrative
